Record_ID,Date,Time,Zone,Area,Mobility_Demand,Trip_Count,Weather_Condition,Available_Vehicles,Delay_Minutes,Mode_of_Transportation,Latitude,Longitude,Possible_Reason
764,2025-09-12,14:30:00,Central,MG Road,64.8,51,Cloudy,74,1.7,Car,12.9758,77.6045,Normal afternoon demand under cloudy conditions
765,2025-09-12,19:15:00,North,Malleshwaram,81.2,66,Sunny,70,2.1,Scooter,13.0035,77.5709,Typical evening peak-hour commuter demand
766,2025-09-13,08:15:00,East,Indiranagar,96.6,73,Foggy,50,3.5,Metro,12.9719,77.6412,Morning demand slightly reduced due to foggy conditions
767,2025-09-13,14:30:00,North,Hebbal,37.4,32,Sunny,97,0.7,Scooter,13.0358,77.597,Normal afternoon demand under sunny conditions
768,2025-09-13,19:15:00,South,Jayanagar,109.5,86,Rainy,59,3.1,Bus,12.9308,77.5838,Evening travel demand increased due to rainy weather
769,2025-09-14,08:15:00,North,Yelahanka,84.5,67,Rainy,65,2.0,Bus,13.1007,77.5963,Morning travel demand increased due to rainy weather
770,2025-09-14,14:30:00,North,Hebbal,38.2,33,Sunny,95,0.7,Metro,13.0358,77.597,Normal afternoon demand under sunny conditions
771,2025-09-14,19:15:00,South,Jayanagar,92.0,81,Windy,58,2.8,Metro,12.9308,77.5838,Evening demand slightly reduced due to windy conditions
772,2025-09-15,08:15:00,West,Rajajinagar,66.7,50,Sunny,83,1.5,Bike,12.9915,77.5525,Typical morning peak-hour commuter demand
773,2025-09-15,14:30:00,North,Malleshwaram,46.3,43,Rainy,93,1.0,Bus,13.0035,77.5709,Afternoon travel demand increased due to rainy weather
774,2025-09-15,19:15:00,South,HSR Layout,93.7,76,Sunny,61,2.4,Car,12.9121,77.6446,Typical evening peak-hour commuter demand
775,2025-09-16,08:15:00,South,Jayanagar,77.3,73,Windy,74,1.7,Metro,12.9308,77.5838,Morning demand slightly reduced due to windy conditions
776,2025-09-16,14:30:00,East,Indiranagar,61.7,50,Sunny,79,1.4,Bus,12.9719,77.6412,Normal afternoon demand under sunny conditions
777,2025-09-16,19:15:00,South,HSR Layout,93.9,76,Sunny,66,2.8,Metro,12.9121,77.6446,Typical evening peak-hour commuter demand
778,2025-09-17,08:15:00,Central,MG Road,133.5,107,Rainy,33,6.4,Scooter,12.9758,77.6045,Morning travel demand increased due to rainy weather
779,2025-09-17,14:30:00,East,Indiranagar,66.4,53,Cloudy,77,1.3,Scooter,12.9719,77.6412,Normal afternoon demand under cloudy conditions
780,2025-09-17,19:15:00,South,Koramangala,107.9,93,Rainy,52,3.0,Car,12.9352,77.6245,Evening travel demand increased due to rainy weather
781,2025-09-18,08:15:00,Central,Shivajinagar,130.5,122,Rainy,41,5.2,Bus,12.9857,77.6058,Morning travel demand increased due to rainy weather
782,2025-09-18,14:30:00,South,Koramangala,47.7,45,Sunny,88,1.0,Bus,12.9352,77.6245,Normal afternoon demand under sunny conditions
783,2025-09-18,19:15:00,North,Hebbal,77.1,62,Windy,77,1.8,Car,13.0358,77.597,Evening demand slightly reduced due to windy conditions
784,2025-09-19,08:15:00,West,Vijayanagar,63.3,51,Cloudy,79,1.5,Bike,12.9719,77.529,Typical morning peak-hour commuter demand
785,2025-09-19,14:30:00,South,Koramangala,60.0,46,Rainy,76,1.4,Bus,12.9352,77.6245,Afternoon travel demand increased due to rainy weather
786,2025-09-19,19:15:00,North,Hebbal,80.4,70,Sunny,71,1.9,Metro,13.0358,77.597,Typical evening peak-hour commuter demand
787,2025-09-20,08:15:00,North,Malleshwaram,80.3,64,Sunny,61,2.6,Scooter,13.0035,77.5709,Typical morning peak-hour commuter demand
788,2025-09-20,14:30:00,South,Jayanagar,43.1,36,Sunny,89,0.8,Bike,12.9308,77.5838,Normal afternoon demand under sunny conditions
789,2025-09-20,19:15:00,East,Indiranagar,125.8,110,Sunny,37,5.4,Car,12.9719,77.6412,Typical evening peak-hour commuter demand
790,2025-09-21,08:15:00,Central,MG Road,125.3,116,Sunny,39,6.2,Scooter,12.9758,77.6045,Typical morning peak-hour commuter demand
791,2025-09-21,14:30:00,Central,MG Road,62.0,49,Sunny,85,1.0,Scooter,12.9758,77.6045,Normal afternoon demand under sunny conditions
792,2025-09-21,19:15:00,North,Hebbal,83.8,68,Cloudy,57,2.9,Bike,13.0358,77.597,Typical evening peak-hour commuter demand
793,2025-09-22,08:15:00,West,Rajajinagar,78.5,65,Rainy,65,1.8,Scooter,12.9915,77.5525,Morning travel demand increased due to rainy weather
794,2025-09-22,14:30:00,South,Koramangala,57.3,53,Rainy,88,1.0,Bike,12.9352,77.6245,Afternoon travel demand increased due to rainy weather
795,2025-09-22,19:15:00,East,Indiranagar,119.5,102,Sunny,39,5.0,Bike,12.9719,77.6412,Typical evening peak-hour commuter demand
796,2025-09-23,08:15:00,Central,Richmond Town,128.1,118,Rainy,49,4.5,Car,12.9634,77.6041,Morning travel demand increased due to rainy weather
797,2025-09-23,14:30:00,East,Whitefield,65.4,51,Rainy,75,1.7,Car,12.9698,77.75,Afternoon travel demand increased due to rainy weather
798,2025-09-23,19:15:00,South,Jayanagar,93.8,84,Cloudy,58,2.5,Bike,12.9308,77.5838,Typical evening peak-hour commuter demand
799,2025-09-24,08:15:00,West,Vijayanagar,63.5,48,Cloudy,84,1.5,Bike,12.9719,77.529,Typical morning peak-hour commuter demand
800,2025-09-24,14:30:00,Central,Richmond Town,62.3,50,Sunny,74,1.6,Metro,12.9634,77.6041,Normal afternoon demand under sunny conditions
801,2025-09-24,19:15:00,South,Jayanagar,84.8,69,Sunny,71,1.7,Metro,12.9308,77.5838,Typical evening peak-hour commuter demand
802,2025-09-25,08:15:00,South,Koramangala,87.5,74,Sunny,64,2.0,Bike,12.9352,77.6245,Typical morning peak-hour commuter demand
803,2025-09-25,14:30:00,East,Marathahalli,63.4,59,Sunny,80,1.3,Bus,12.9591,77.6974,Normal afternoon demand under sunny conditions
804,2025-09-25,19:15:00,Central,Richmond Town,139.1,107,Rainy,31,7.8,Bike,12.9634,77.6041,Evening travel demand increased due to rainy weather
805,2025-09-26,08:15:00,West,Nagarbhavi,59.3,50,Sunny,80,1.3,Scooter,12.9587,77.5041,Typical morning peak-hour commuter demand
806,2025-09-26,14:30:00,East,Whitefield,58.2,49,Sunny,87,1.0,Bus,12.9698,77.75,Normal afternoon demand under sunny conditions
807,2025-09-26,19:15:00,South,Koramangala,95.8,80,Windy,59,2.5,Bus,12.9352,77.6245,Evening demand slightly reduced due to windy conditions
808,2025-09-27,08:15:00,North,Malleshwaram,80.6,75,Cloudy,70,1.6,Scooter,13.0035,77.5709,Typical morning peak-hour commuter demand
809,2025-09-27,14:30:00,West,Rajajinagar,31.7,30,Foggy,97,0.6,Car,12.9915,77.5525,Afternoon demand slightly reduced due to foggy conditions
810,2025-09-27,19:15:00,West,Rajajinagar,72.9,63,Sunny,69,1.6,Bus,12.9915,77.5525,Typical evening peak-hour commuter demand
811,2025-09-28,08:15:00,North,Malleshwaram,87.6,72,Sunny,68,1.9,Bus,13.0035,77.5709,Typical morning peak-hour commuter demand
812,2025-09-28,14:30:00,West,Nagarbhavi,32.8,29,Cloudy,100,0.5,Car,12.9587,77.5041,Normal afternoon demand under cloudy conditions
813,2025-09-28,19:15:00,East,Marathahalli,143.3,136,Rainy,34,6.6,Bike,12.9591,77.6974,Evening travel demand increased due to rainy weather
814,2025-09-29,08:15:00,North,Yelahanka,80.2,72,Cloudy,71,1.6,Bus,13.1007,77.5963,Typical morning peak-hour commuter demand
815,2025-09-29,14:30:00,Central,MG Road,59.2,48,Sunny,82,1.1,Scooter,12.9758,77.6045,Normal afternoon demand under sunny conditions
816,2025-09-29,19:15:00,West,Nagarbhavi,73.4,61,Rainy,79,1.8,Metro,12.9587,77.5041,Evening travel demand increased due to rainy weather
817,2025-09-30,08:15:00,North,Malleshwaram,83.1,77,Sunny,74,1.7,Bike,13.0035,77.5709,Typical morning peak-hour commuter demand
818,2025-09-30,14:30:00,East,Whitefield,68.0,57,Rainy,78,1.6,Bus,12.9698,77.75,Afternoon travel demand increased due to rainy weather
819,2025-09-30,19:15:00,East,Whitefield,109.9,99,Sunny,44,4.5,Car,12.9698,77.75,Typical evening peak-hour commuter demand
820,2025-10-01,08:15:00,East,Indiranagar,109.9,83,Sunny,40,4.8,Scooter,12.9719,77.6412,Typical morning peak-hour commuter demand
821,2025-10-01,14:30:00,East,Marathahalli,72.5,64,Rainy,77,1.8,Bus,12.9591,77.6974,Afternoon travel demand increased due to rainy weather
822,2025-10-01,19:15:00,Central,Shivajinagar,144.4,134,Rainy,14,18.1,Metro,12.9857,77.6058,Evening travel demand increased due to rainy weather
823,2025-10-02,08:15:00,North,Hebbal,73.8,57,Windy,77,1.9,Car,13.0358,77.597,Morning demand slightly reduced due to windy conditions
824,2025-10-02,14:30:00,East,Marathahalli,55.2,50,Foggy,81,1.1,Bike,12.9591,77.6974,Afternoon demand slightly reduced due to foggy conditions
825,2025-10-02,19:15:00,South,HSR Layout,101.3,89,Sunny,50,3.1,Bus,12.9121,77.6446,Typical evening peak-hour commuter demand
826,2025-10-03,08:15:00,West,Nagarbhavi,65.0,52,Sunny,75,1.6,Scooter,12.9587,77.5041,Typical morning peak-hour commuter demand
827,2025-10-03,14:30:00,East,Whitefield,59.5,47,Rainy,82,1.4,Metro,12.9698,77.75,Afternoon travel demand increased due to rainy weather
828,2025-10-03,19:15:00,East,Indiranagar,128.9,109,Sunny,38,5.6,Scooter,12.9719,77.6412,Typical evening peak-hour commuter demand
829,2025-10-04,08:15:00,East,Whitefield,113.0,100,Rainy,53,3.5,Bike,12.9698,77.75,Morning travel demand increased due to rainy weather
830,2025-10-04,14:30:00,East,Whitefield,60.4,50,Cloudy,85,1.1,Bus,12.9698,77.75,Normal afternoon demand under cloudy conditions
831,2025-10-04,19:15:00,West,Rajajinagar,78.5,62,Rainy,65,2.0,Bike,12.9915,77.5525,Evening travel demand increased due to rainy weather
832,2025-10-05,08:15:00,East,Whitefield,92.1,76,Foggy,62,2.5,Bus,12.9698,77.75,Morning demand slightly reduced due to foggy conditions
833,2025-10-05,14:30:00,Central,MG Road,58.8,55,Foggy,78,1.5,Bus,12.9758,77.6045,Afternoon demand slightly reduced due to foggy conditions
834,2025-10-05,19:15:00,Central,MG Road,125.6,111,Sunny,40,5.8,Bike,12.9758,77.6045,Typical evening peak-hour commuter demand
835,2025-10-06,08:15:00,South,HSR Layout,100.8,79,Sunny,62,3.1,Bus,12.9121,77.6446,Typical morning peak-hour commuter demand
836,2025-10-06,14:30:00,West,Vijayanagar,41.4,33,Rainy,90,0.7,Metro,12.9719,77.529,Afternoon travel demand increased due to rainy weather
837,2025-10-06,19:15:00,North,Hebbal,81.7,74,Sunny,72,2.2,Metro,13.0358,77.597,Typical evening peak-hour commuter demand
838,2025-10-07,08:15:00,South,Koramangala,96.0,76,Sunny,66,2.6,Bike,12.9352,77.6245,Typical morning peak-hour commuter demand
839,2025-10-07,14:30:00,Central,MG Road,66.8,61,Rainy,73,1.4,Metro,12.9758,77.6045,Afternoon travel demand increased due to rainy weather
840,2025-10-07,19:15:00,Central,Shivajinagar,125.4,96,Sunny,27,7.1,Bus,12.9857,77.6058,Typical evening peak-hour commuter demand
841,2025-10-08,08:15:00,Central,MG Road,118.6,103,Sunny,31,5.4,Bike,12.9758,77.6045,Typical morning peak-hour commuter demand
842,2025-10-08,14:30:00,Central,Shivajinagar,59.2,55,Sunny,77,1.5,Bike,12.9857,77.6058,Normal afternoon demand under sunny conditions
843,2025-10-08,19:15:00,North,Hebbal,90.1,80,Rainy,66,2.2,Car,13.0358,77.597,Evening travel demand increased due to rainy weather
844,2025-10-09,08:15:00,South,Koramangala,100.8,82,Sunny,64,2.4,Bike,12.9352,77.6245,Typical morning peak-hour commuter demand
845,2025-10-09,14:30:00,North,Hebbal,40.6,38,Sunny,95,0.6,Metro,13.0358,77.597,Normal afternoon demand under sunny conditions
846,2025-10-09,19:15:00,South,HSR Layout,116.6,90,Rainy,43,4.6,Scooter,12.9121,77.6446,Evening travel demand increased due to rainy weather
847,2025-10-10,08:15:00,East,Marathahalli,101.4,80,Foggy,61,2.9,Metro,12.9591,77.6974,Morning demand slightly reduced due to foggy conditions
848,2025-10-10,14:30:00,Central,Shivajinagar,59.9,53,Sunny,84,1.4,Scooter,12.9857,77.6058,Normal afternoon demand under sunny conditions
849,2025-10-10,19:15:00,Central,Richmond Town,123.6,101,Foggy,31,6.8,Scooter,12.9634,77.6041,Evening demand slightly reduced due to foggy conditions
850,2025-10-11,08:15:00,Central,Richmond Town,119.2,97,Windy,40,4.8,Bike,12.9634,77.6041,Morning demand slightly reduced due to windy conditions
851,2025-10-11,14:30:00,Central,Shivajinagar,64.6,56,Cloudy,77,1.3,Car,12.9857,77.6058,Normal afternoon demand under cloudy conditions
852,2025-10-11,19:15:00,West,Nagarbhavi,77.6,65,Rainy,73,1.5,Metro,12.9587,77.5041,Evening travel demand increased due to rainy weather
853,2025-10-12,08:15:00,North,Hebbal,93.0,75,Rainy,63,2.7,Bike,13.0358,77.597,Morning travel demand increased due to rainy weather
854,2025-10-12,14:30:00,Central,Richmond Town,56.8,44,Foggy,87,1.3,Scooter,12.9634,77.6041,Afternoon demand slightly reduced due to foggy conditions
855,2025-10-12,19:15:00,North,Hebbal,76.9,71,Sunny,75,1.4,Metro,13.0358,77.597,Typical evening peak-hour commuter demand
856,2025-10-13,08:15:00,North,Hebbal,70.4,55,Windy,67,1.9,Car,13.0358,77.597,Morning demand slightly reduced due to windy conditions
857,2025-10-13,14:30:00,North,Yelahanka,44.5,36,Rainy,89,0.9,Car,13.1007,77.5963,Afternoon travel demand increased due to rainy weather
858,2025-10-13,19:15:00,North,Malleshwaram,88.0,75,Cloudy,61,2.4,Bus,13.0035,77.5709,Typical evening peak-hour commuter demand
859,2025-10-14,08:15:00,East,Whitefield,107.5,94,Sunny,41,4.3,Bus,12.9698,77.75,Typical morning peak-hour commuter demand
860,2025-10-14,14:30:00,South,Jayanagar,47.9,37,Cloudy,85,1.1,Metro,12.9308,77.5838,Normal afternoon demand under cloudy conditions
861,2025-10-14,19:15:00,South,Koramangala,101.4,85,Sunny,50,2.9,Bus,12.9352,77.6245,Typical evening peak-hour commuter demand
862,2025-10-15,08:15:00,South,Jayanagar,88.9,78,Sunny,67,2.2,Car,12.9308,77.5838,Typical morning peak-hour commuter demand
863,2025-10-15,14:30:00,West,Nagarbhavi,32.1,26,Sunny,98,0.6,Bike,12.9587,77.5041,Normal afternoon demand under sunny conditions
864,2025-10-15,19:15:00,North,Hebbal,96.6,87,Rainy,66,2.3,Metro,13.0358,77.597,Evening travel demand increased due to rainy weather
865,2025-10-16,08:15:00,North,Yelahanka,73.7,57,Cloudy,70,1.6,Bus,13.1007,77.5963,Typical morning peak-hour commuter demand
866,2025-10-16,14:30:00,Central,Richmond Town,63.8,53,Sunny,75,1.6,Metro,12.9634,77.6041,Normal afternoon demand under sunny conditions
867,2025-10-16,19:15:00,East,Whitefield,114.4,88,Sunny,47,3.7,Car,12.9698,77.75,Typical evening peak-hour commuter demand
868,2025-10-17,08:15:00,North,Hebbal,81.3,67,Cloudy,71,1.7,Car,13.0358,77.597,Typical morning peak-hour commuter demand
869,2025-10-17,14:30:00,North,Malleshwaram,44.4,37,Sunny,95,0.8,Bike,13.0035,77.5709,Normal afternoon demand under sunny conditions
870,2025-10-17,19:15:00,North,Malleshwaram,89.5,72,Sunny,55,2.9,Car,13.0035,77.5709,Typical evening peak-hour commuter demand
871,2025-10-18,08:15:00,West,Nagarbhavi,57.6,50,Windy,82,1.4,Bike,12.9587,77.5041,Morning demand slightly reduced due to windy conditions
872,2025-10-18,14:30:00,North,Hebbal,43.6,36,Cloudy,88,0.8,Bike,13.0358,77.597,Normal afternoon demand under cloudy conditions
873,2025-10-18,19:15:00,North,Malleshwaram,84.1,64,Cloudy,70,2.2,Car,13.0035,77.5709,Typical evening peak-hour commuter demand
874,2025-10-19,08:15:00,South,Jayanagar,85.5,73,Cloudy,58,2.7,Scooter,12.9308,77.5838,Typical morning peak-hour commuter demand
875,2025-10-19,14:30:00,Central,Richmond Town,61.5,47,Foggy,76,1.2,Bike,12.9634,77.6041,Afternoon demand slightly reduced due to foggy conditions
876,2025-10-19,19:15:00,Central,Shivajinagar,142.6,119,Rainy,16,17.0,Bike,12.9857,77.6058,Evening travel demand increased due to rainy weather
877,2025-10-20,08:15:00,North,Hebbal,88.6,84,Rainy,59,2.2,Scooter,13.0358,77.597,Morning travel demand increased due to rainy weather
878,2025-10-20,14:30:00,North,Hebbal,41.0,32,Windy,97,0.8,Bike,13.0358,77.597,Afternoon demand slightly reduced due to windy conditions
879,2025-10-20,19:15:00,East,Whitefield,112.6,104,Windy,43,4.2,Car,12.9698,77.75,Evening demand slightly reduced due to windy conditions
880,2025-10-21,08:15:00,Central,Shivajinagar,112.0,104,Sunny,43,5.0,Bike,12.9857,77.6058,Typical morning peak-hour commuter demand
881,2025-10-21,14:30:00,South,HSR Layout,58.4,54,Rainy,83,1.3,Bus,12.9121,77.6446,Afternoon travel demand increased due to rainy weather
882,2025-10-21,19:15:00,West,Nagarbhavi,80.6,71,Rainy,75,1.6,Car,12.9587,77.5041,Evening travel demand increased due to rainy weather
883,2025-10-22,08:15:00,South,Koramangala,80.3,66,Foggy,64,2.3,Bike,12.9352,77.6245,Morning demand slightly reduced due to foggy conditions
884,2025-10-22,14:30:00,West,Nagarbhavi,35.2,30,Rainy,99,0.5,Bike,12.9587,77.5041,Afternoon travel demand increased due to rainy weather
885,2025-10-22,19:15:00,East,Indiranagar,148.1,125,Rainy,26,9.2,Bus,12.9719,77.6412,Evening travel demand increased due to rainy weather
886,2025-10-23,08:15:00,West,Rajajinagar,69.1,63,Sunny,70,1.5,Metro,12.9915,77.5525,Typical morning peak-hour commuter demand
887,2025-10-23,14:30:00,East,Whitefield,57.6,50,Sunny,80,1.0,Car,12.9698,77.75,Normal afternoon demand under sunny conditions
888,2025-10-23,19:15:00,East,Indiranagar,110.2,102,Foggy,54,3.8,Car,12.9719,77.6412,Evening demand slightly reduced due to foggy conditions
889,2025-10-24,08:15:00,West,Nagarbhavi,58.7,54,Windy,80,1.1,Bike,12.9587,77.5041,Morning demand slightly reduced due to windy conditions
890,2025-10-24,14:30:00,West,Vijayanagar,39.5,34,Rainy,91,0.8,Metro,12.9719,77.529,Afternoon travel demand increased due to rainy weather
891,2025-10-24,19:15:00,West,Rajajinagar,84.5,73,Rainy,65,2.4,Bus,12.9915,77.5525,Evening travel demand increased due to rainy weather
892,2025-10-25,08:15:00,South,Koramangala,83.3,75,Windy,66,1.8,Bus,12.9352,77.6245,Morning demand slightly reduced due to windy conditions
893,2025-10-25,14:30:00,South,HSR Layout,54.4,44,Cloudy,88,1.0,Metro,12.9121,77.6446,Normal afternoon demand under cloudy conditions
894,2025-10-25,19:15:00,North,Yelahanka,97.4,87,Rainy,63,2.5,Bike,13.1007,77.5963,Evening travel demand increased due to rainy weather
895,2025-10-26,08:15:00,South,HSR Layout,95.0,86,Sunny,55,2.7,Scooter,12.9121,77.6446,Typical morning peak-hour commuter demand
896,2025-10-26,14:30:00,North,Yelahanka,45.8,35,Rainy,87,0.9,Metro,13.1007,77.5963,Afternoon travel demand increased due to rainy weather
897,2025-10-26,19:15:00,Central,Shivajinagar,120.2,97,Sunny,40,5.0,Car,12.9857,77.6058,Typical evening peak-hour commuter demand
898,2025-10-27,08:15:00,Central,Richmond Town,106.5,82,Foggy,45,4.7,Car,12.9634,77.6041,Morning demand slightly reduced due to foggy conditions
899,2025-10-27,14:30:00,Central,Shivajinagar,56.4,52,Sunny,82,1.2,Metro,12.9857,77.6058,Normal afternoon demand under sunny conditions
900,2025-10-27,19:15:00,Central,MG Road,129.7,98,Sunny,32,7.5,Bus,12.9758,77.6045,Typical evening peak-hour commuter demand
901,2025-10-28,08:15:00,South,Jayanagar,85.7,66,Windy,70,2.2,Scooter,12.9308,77.5838,Morning demand slightly reduced due to windy conditions
902,2025-10-28,14:30:00,East,Whitefield,52.8,41,Sunny,86,1.1,Bike,12.9698,77.75,Normal afternoon demand under sunny conditions
903,2025-10-28,19:15:00,Central,MG Road,123.8,98,Sunny,32,7.6,Metro,12.9758,77.6045,Typical evening peak-hour commuter demand
904,2025-10-29,08:15:00,North,Yelahanka,72.8,57,Sunny,68,1.6,Car,13.1007,77.5963,Typical morning peak-hour commuter demand
905,2025-10-29,14:30:00,West,Vijayanagar,37.4,28,Cloudy,94,0.6,Car,12.9719,77.529,Normal afternoon demand under cloudy conditions
906,2025-10-29,19:15:00,South,Jayanagar,90.4,83,Cloudy,70,1.9,Bus,12.9308,77.5838,Typical evening peak-hour commuter demand
907,2025-10-30,08:15:00,West,Vijayanagar,62.6,55,Windy,82,1.1,Car,12.9719,77.529,Morning demand slightly reduced due to windy conditions
908,2025-10-30,14:30:00,South,Koramangala,49.6,40,Sunny,90,1.0,Bus,12.9352,77.6245,Normal afternoon demand under sunny conditions
909,2025-10-30,19:15:00,West,Rajajinagar,64.9,55,Windy,84,1.4,Scooter,12.9915,77.5525,Evening demand slightly reduced due to windy conditions
910,2025-10-31,08:15:00,North,Malleshwaram,81.6,75,Cloudy,62,2.5,Bike,13.0035,77.5709,Typical morning peak-hour commuter demand
911,2025-10-31,14:30:00,Central,Shivajinagar,59.1,47,Sunny,84,1.2,Scooter,12.9857,77.6058,Normal afternoon demand under sunny conditions
912,2025-10-31,19:15:00,West,Nagarbhavi,67.7,62,Sunny,73,1.6,Bike,12.9587,77.5041,Typical evening peak-hour commuter demand
913,2025-11-01,08:15:00,East,Marathahalli,112.6,86,Sunny,43,4.2,Bus,12.9591,77.6974,Typical morning peak-hour commuter demand
914,2025-11-01,14:30:00,West,Vijayanagar,33.5,28,Sunny,101,0.6,Bus,12.9719,77.529,Normal afternoon demand under sunny conditions
915,2025-11-01,19:15:00,West,Vijayanagar,70.4,57,Sunny,81,1.3,Metro,12.9719,77.529,Typical evening peak-hour commuter demand
916,2025-11-02,08:15:00,South,Jayanagar,90.0,72,Sunny,57,2.5,Bus,12.9308,77.5838,Typical morning peak-hour commuter demand
917,2025-11-02,14:30:00,North,Hebbal,37.2,32,Sunny,92,0.8,Scooter,13.0358,77.597,Normal afternoon demand under sunny conditions
918,2025-11-02,19:15:00,North,Malleshwaram,97.8,76,Rainy,53,3.1,Metro,13.0035,77.5709,Evening travel demand increased due to rainy weather
919,2025-11-03,08:15:00,East,Indiranagar,116.9,96,Sunny,55,3.5,Car,12.9719,77.6412,Typical morning peak-hour commuter demand
920,2025-11-03,14:30:00,West,Vijayanagar,33.3,30,Cloudy,95,0.7,Bus,12.9719,77.529,Normal afternoon demand under cloudy conditions
921,2025-11-03,19:15:00,Central,Shivajinagar,136.6,126,Cloudy,23,9.9,Bike,12.9857,77.6058,Typical evening peak-hour commuter demand
922,2025-11-04,08:15:00,East,Marathahalli,116.2,89,Cloudy,44,4.7,Car,12.9591,77.6974,Typical morning peak-hour commuter demand
923,2025-11-04,14:30:00,East,Marathahalli,60.6,54,Windy,87,1.2,Bike,12.9591,77.6974,Afternoon demand slightly reduced due to windy conditions
924,2025-11-04,19:15:00,North,Malleshwaram,82.5,75,Sunny,62,2.6,Car,13.0035,77.5709,Typical evening peak-hour commuter demand
925,2025-11-05,08:15:00,South,HSR Layout,100.7,92,Sunny,47,3.2,Bike,12.9121,77.6446,Typical morning peak-hour commuter demand
926,2025-11-05,14:30:00,West,Rajajinagar,30.4,25,Foggy,100,0.5,Bike,12.9915,77.5525,Afternoon demand slightly reduced due to foggy conditions
927,2025-11-05,19:15:00,West,Rajajinagar,71.7,58,Windy,77,1.5,Metro,12.9915,77.5525,Evening demand slightly reduced due to windy conditions
928,2025-11-06,08:15:00,West,Nagarbhavi,65.2,62,Sunny,77,1.4,Metro,12.9587,77.5041,Typical morning peak-hour commuter demand
929,2025-11-06,14:30:00,South,Jayanagar,45.7,38,Sunny,90,1.0,Scooter,12.9308,77.5838,Normal afternoon demand under sunny conditions
930,2025-11-06,19:15:00,Central,Shivajinagar,114.8,89,Sunny,44,4.9,Car,12.9857,77.6058,Typical evening peak-hour commuter demand
931,2025-11-07,08:15:00,North,Malleshwaram,81.6,68,Cloudy,70,2.2,Metro,13.0035,77.5709,Typical morning peak-hour commuter demand
932,2025-11-07,14:30:00,North,Hebbal,38.8,30,Sunny,92,0.6,Bike,13.0358,77.597,Normal afternoon demand under sunny conditions
933,2025-11-07,19:15:00,Central,MG Road,122.1,107,Windy,44,4.0,Car,12.9758,77.6045,Evening demand slightly reduced due to windy conditions
934,2025-11-08,08:15:00,Central,Richmond Town,112.6,97,Sunny,56,2.9,Bus,12.9634,77.6041,Typical morning peak-hour commuter demand
935,2025-11-08,14:30:00,South,HSR Layout,48.5,43,Sunny,93,0.8,Bus,12.9121,77.6446,Normal afternoon demand under sunny conditions
936,2025-11-08,19:15:00,South,HSR Layout,124.8,103,Rainy,50,4.3,Bus,12.9121,77.6446,Evening travel demand increased due to rainy weather
937,2025-11-09,08:15:00,East,Marathahalli,117.2,108,Cloudy,36,5.4,Car,12.9591,77.6974,Typical morning peak-hour commuter demand
938,2025-11-09,14:30:00,Central,Richmond Town,55.1,45,Foggy,83,1.0,Metro,12.9634,77.6041,Afternoon demand slightly reduced due to foggy conditions
939,2025-11-09,19:15:00,South,HSR Layout,91.5,83,Foggy,63,2.1,Car,12.9121,77.6446,Evening demand slightly reduced due to foggy conditions
940,2025-11-10,08:15:00,East,Indiranagar,106.0,87,Sunny,47,3.6,Bike,12.9719,77.6412,Typical morning peak-hour commuter demand
941,2025-11-10,14:30:00,East,Indiranagar,55.0,47,Sunny,88,1.0,Bus,12.9719,77.6412,Normal afternoon demand under sunny conditions
942,2025-11-10,19:15:00,East,Whitefield,125.9,103,Rainy,45,5.5,Scooter,12.9698,77.75,Evening travel demand increased due to rainy weather
943,2025-11-11,08:15:00,West,Rajajinagar,66.7,52,Cloudy,82,1.5,Bus,12.9915,77.5525,Typical morning peak-hour commuter demand
944,2025-11-11,14:30:00,Central,Richmond Town,76.4,62,Rainy,64,2.2,Bus,12.9634,77.6041,Afternoon travel demand increased due to rainy weather
945,2025-11-11,19:15:00,East,Whitefield,109.9,92,Sunny,57,3.2,Bike,12.9698,77.75,Typical evening peak-hour commuter demand
946,2025-11-12,08:15:00,North,Yelahanka,81.3,72,Sunny,66,2.0,Bus,13.1007,77.5963,Typical morning peak-hour commuter demand
947,2025-11-12,14:30:00,East,Whitefield,65.6,55,Rainy,79,1.5,Car,12.9698,77.75,Afternoon travel demand increased due to rainy weather
948,2025-11-12,19:15:00,West,Rajajinagar,73.2,61,Cloudy,73,2.0,Bus,12.9915,77.5525,Typical evening peak-hour commuter demand
949,2025-11-13,08:15:00,South,Jayanagar,86.6,66,Sunny,63,2.6,Bus,12.9308,77.5838,Typical morning peak-hour commuter demand
950,2025-11-13,14:30:00,East,Marathahalli,63.7,57,Sunny,82,1.4,Bus,12.9591,77.6974,Normal afternoon demand under sunny conditions
951,2025-11-13,19:15:00,Central,MG Road,122.0,103,Sunny,52,3.9,Bus,12.9758,77.6045,Typical evening peak-hour commuter demand
952,2025-11-14,08:15:00,West,Vijayanagar,64.4,61,Sunny,78,1.4,Metro,12.9719,77.529,Typical morning peak-hour commuter demand
953,2025-11-14,14:30:00,South,HSR Layout,51.2,42,Sunny,89,0.8,Car,12.9121,77.6446,Normal afternoon demand under sunny conditions
954,2025-11-14,19:15:00,Central,Richmond Town,134.5,111,Sunny,30,6.9,Bike,12.9634,77.6041,Typical evening peak-hour commuter demand
955,2025-11-15,08:15:00,North,Hebbal,84.2,71,Rainy,66,2.0,Metro,13.0358,77.597,Morning travel demand increased due to rainy weather
